H2_STO3G_CI1
4.074589817958668
2.4242172784614358
1.4447965868311707
0.8023574970465862
0.35340239231135206
0.025883156533544456
-0.2204585748885563
-0.40995222132891607
-0.5582001587941687
-0.6756814266897432
-0.7696920074815692
-0.8454643410714372
-0.906836329834628
-0.95668430839755
-0.9971970605865498
-1.0300679482698998
-1.0566263360697015
-1.0779299043612056
-1.0948333437533821
-1.108033970661065
-1.11810699828421
-1.1255346134437234
-1.1307205220052783
-1.1340074340455608
-1.1356859544748756
-1.1360042137264037
-1.1351726782289744
-1.1333726547680851
-1.1307566253160914
-1.127456986973841
-1.1235841291994226
-1.1192347349460348
-1.1144914314619574
-1.1094239673565534
-1.1040945621360143
-1.0985572590283934
-1.092859314579261
-1.0870428690536658
-1.0811458296483343
-1.0752025629008914
-1.0692429022771377
-1.0632961715061373
-1.0573868963944988
-1.0515386170338947
-1.0457715918160366
-1.040104446997123
-1.0345547273164482
-1.0291366772587405
-1.023862798475347
-1.018744806027067
-1.0137915222315055
-1.0090107490318545
-1.0044085031627596
-0.9999895379470771
-0.9957570434540093
-0.9917124062277923
-0.9878564650472889
-0.9841891835399251
-0.9807080309953332
-0.9774112570224333
-0.9742952108343929
-0.971355835705054
-0.9685881320289995
-0.9659874548710377
-0.963547803476002
-0.961262862288208
-0.9591265974182012
-0.9571322512126283
-0.9552732220140822
-0.9535428534717512
-0.9519342735936426
-0.950440911016858
-0.9490560908410464
-0.9477733079468302
-0.9465864427478327
-0.9454893897660834
-0.9444761157310255
-0.9435412003066084
-0.9426793027299214
-0.941885052589257
-0.9411539782987093
-0.940481139002884
-0.939862590516376
-0.9392940963359317
-0.9387718365888311
-0.9382923683387719
-0.9378523682177726
-0.9374487514554732
-0.9370785584297168
-0.936739348162692
-0.9364283850768935
-0.9361436090490599
-0.9358828495751275
-0.9356441135430167
-0.9354257246668546
-0.935225839275651
-0.9350431294728114
-0.9348760262203262
-0.9347232954223047
-0.9345838005815762
-0.9344563798055103
-0.9343400299597269
-0.9342338848270314
-0.9341369960915453
-0.9340486956705363
-0.9339681350340245
-0.9338947666796288
-0.9338279150367912
-0.9337670867670202
-0.9337116759246442
-0.9336613158078313
-0.9336154929388767
-0.9335738751745379
-0.9335360312310288
-0.9335016908255913
-0.93347054628018
-0.9334422648244745
-0.933416648485361
-0.9333934165850752
-0.9333723858086165
-0.9333533436507278
-0.9333361188007897
-0.9333205355673297
-0.9333064538593538
-0.9332937282615537
-0.9332822441596473
-0.9332718654969283
-0.9332625155658458
-0.9332540802161082
-0.9332464845912065
-0.9332396347700707
-0.9332334712422355
-0.9332279278234978
-0.9332229342565174
-0.9332184485142501
-0.9332144125187122
-0.9332107929537826
-0.9332075416755996
-0.9332046242532888
-0.9332020095539995
-0.9331996622406091
-0.9331975579832658
-0.9331956747099774
-0.933193986342168
-0.9331924756637028
-0.9331911216116102
-0.933189915839749
-0.9331888308688422
-0.9331878661292464
-0.933187002735419
-0.9331862325914042
-0.9331855481933836
-0.9331849354701645
-0.9331843858382203
-0.9331839012504803
-0.9331834646178969
-0.9331830787029505
-0.9331827345229492
-0.9331824294541484
-0.9331821562998366
-0.9331819155799617
-0.9331817011202099
-0.9331815096915973
-0.9331813402911766
-0.9331811901458018
-0.933181056840928
-0.9331809382761894
-0.9331808340258524
-0.9331807409300767
-0.9331806588583037
-0.9331805863987335
-0.9331805223245141
-0.9331804655704463
-0.9331804161586628
-0.9331803722202955
-0.9331803330721284
-0.9331802988980985
-0.9331802690360238
-0.9331802422344836
-0.9331802187615835
-0.9331801981780496
-0.9331801801035076
-0.9331801647231162
-0.9331801506891844
-0.9331801383070323
-0.933180127781182
-0.9331801184546206
-0.9331801105366577
-0.9331801031469856
-0.933180096874965
-0.933180091557669
-0.9331800867830867
-0.9331800827392733
-0.9331800790833578
-0.9331800759896948
-0.9331800731723505
-0.9331800709781539
-0.9331800687790262
-0.9331800670822761
-0.9331800655024485
-0.9331800641700347
-0.9331800630475187
-0.9331800621027853
-0.9331800611978482
-0.933180060436001
-0.9331800597953449
-0.9331800592571684
-0.933180058724929
-0.9331800583521119
-0.9331800579714191
-0.9331800577155416
-0.9331800574432936
-0.9331800572152456
-0.9331800570244345
-0.9331800568649415
-0.933180056731747
-0.9331800566205997
-0.9331800564920057
-0.933180056417431
-0.9331800563252151
-0.9331800562760113
-0.9331800562353425
-0.93318005617799
-0.9331800561302459
-0.9331800561102765
-0.9331800560756479
-0.9331800560468901
-0.9331800560382562
-0.9331800560171769
-0.9331800559996831
-0.9331800559851986
-0.9331800559839591
-0.9331800559731096
-0.9331800559641046
-0.933180055956644
-0.933180055950475
-0.933180055945386
-0.9331800559411968
-0.9331800559435164
-0.9331800559401605
-0.9331800559373686
-0.9331800559350475
-0.9331800559331189
-0.933180055931519
-0.9331800559301926
-0.9331800559290933
-0.9331800559281844
-0.9331800559274321
-0.9331800559268109
-0.9331800559262984
-0.9331800559258756
-0.9331800559255274
-0.9331800559252408
-0.9331800559250049
-0.9331800559248111
-0.9331800559246526
-0.9331800559245224
-0.9331800559244154
-0.9331800559243278
-0.9331800559242561
-0.9331800559241982
-0.9331800559241504
-0.9331800559241117
-0.9331800559240802
-0.9331800559240545
-0.9331800559240335
-0.9331800559240166
-0.933180055924003
-0.9331800559239916
-0.9331800559239831
-0.9331800559239758
-0.9331800559239699
-0.9331800559239649
-0.9331800559239611
-0.9331800559239585
-0.9331800559239559
-0.933180055923954
-0.9331800559239524
-0.9331800559239515
-0.9331800559239505
-0.9331800559239496
-0.9331800559239493
-0.9331800559239487
-0.9331800559239483
-0.9331800559239483
-0.9331800559239484
-0.933180055923948
-0.933180055923948
-0.933180055923948
-0.9331800559239478
-0.9331800559239478
-0.9331800559239478
-0.933180055923948
-0.9331800559239478
-0.9331800559239485
-0.9331800559239485
-0.9331800559239484
-0.9331800559239485
-0.9331800559239485
