RHF1
4.077754257922618
2.4282435112964222
1.44946270567885
0.8075353670718575
0.35902641919550105
0.03192504135704599
-0.21400415505363712
-0.4030768639201887
-0.5508866127131344
-0.6679066996897827
-0.7614287602679721
-0.8366823646926955
-0.897502685739586
-0.9467642591107386
-0.9866539377784662
-1.0188633428326557
-1.0447202141189995
-1.0652806000570658
-1.0813977973283795
-1.0937676066388669
-1.1029636056029164
-1.1094666308106182
-1.1136787175312228
-1.115940981205395
-1.116542232483832
-1.1157287495398318
-1.1137088148715022
-1.110661625399601
-1.1067370258216518
-1.102064935675393
-1.0967526582282208
-1.0908939916708502
-1.0845684794111585
-1.0778424314867219
-1.070774876777334
-1.0634166025511793
-1.055811591481842
-1.047998844944003
-1.04001332786583
-1.03188672423267
-1.02364616387307
-1.015319086845016
-1.0069279895645036
-0.9984950904887878
-0.9900394824272862
-0.9815791858505547
-0.9731318994602902
-0.9647121426602511
-0.9563332252007445
-0.9480085440875008
-0.9397487567365296
-0.9315642625354171
-0.9234641430332736
-0.9154568499391555
-0.9075497340381535
-0.8997485932885096
-0.8920594560754767
-0.8844880784048661
-0.877037279334531
-0.8697119713651926
-0.8625148274660679
-0.8554485356053994
-0.8485147760398817
-0.8417163826969307
-0.8350542088172985
-0.8285287729374755
-0.8221413110256357
-0.8158917415199683
-0.8097802378879546
-0.8038067340786398
-0.7979704541027848
-0.7922709288325152
-0.7867070257843625
-0.7812774666890612
-0.7759813183476635
-0.7708170450584291
-0.7657825438795625
-0.760876566589539
-0.7560973159991187
-0.7514420241798504
-0.7469097076172505
-0.7424970787508647
-0.7382030825632124
-0.7340248582767224
-0.7299600011612375
-0.7260065513641139
-0.7221621270188882
-0.7184243735198376
-0.7147905485385236
-0.7112592130963635
-0.7078268738759892
-0.7044921756855299
-0.7012525635313767
-0.6981055462843085
-0.6950494984560717
-0.6920812460429748
-0.6891996764985553
-0.6864017512326095
-0.6836856853812892
-0.6810497464980698
-0.6784914901486071
-0.6760089251022101
-0.6736004972786758
-0.6712635806219165
-0.6689971120162095
-0.6667982228110723
-0.6646659582393092
-0.662597944362965
-0.6605929606084061
-0.6586483951176925
-0.6567634918711391
-0.654935757576221
-0.6531641770464541
-0.6514463769513813
-0.6497814408006015
-0.6481677982852689
-0.6466032463585797
-0.6450870091586267
-0.6436169917180218
-0.6421921718408046
-0.6408108990317731
-0.639471909775988
-0.6381736565683106
-0.6369149734330899
-0.6356944126117969
-0.6345109027215793
-0.6333627694157886
-0.6322493597439914
-0.6311690963403631
-0.6301210933128636
-0.6291038718739224
-0.6281166365109012
-0.6271583171967987
-0.626227576056836
-0.6253237466533552
-0.624445580252925
-0.6235924919359698
-0.6227633181927605
-0.6219572462353808
