UHF1
4.077754257922618
1.44946270567885
0.35902641919550105
-0.21400415505363757
-0.5508866127131344
-0.7614287602679721
-0.8975026857395862
-0.9866539377784664
-1.0447202141189995
-1.0813977973283795
-1.1029636056029164
-1.1136787175312228
-1.116542232483832
-1.1137088148715022
-1.1067370258216518
-1.0967526582282208
-1.0845684794111585
-1.070774876777334
-1.055811591481842
-1.0400133278658292
-1.02364616387307
-1.0079864383661041
-0.9949695677075874
-0.9842008117575751
-0.9752992213848941
-0.9679463621816343
-0.9618761869446889
-0.9568676696428469
-0.9527359341509443
-0.9493286171335191
-0.9465187194343314
-0.9442012525569115
-0.9422901764527754
-0.9407137094070301
-0.9394130969211846
-0.938339886589473
-0.9374540370436768
-0.9367224829252684
-0.9361181177378908
-0.9356185509940069
-0.9352052248696466
-0.9348629795820455
-0.9345793668876985
-0.934344110285055
-0.9341487310471442
-0.9339863302987419
-0.9338512045326226
-0.9337386771792291
-0.9336448743908594
-0.9335666179296811
-0.9335013545202705
-0.9334468907010365
-0.933401444605497
-0.9333635187388685
-0.933331913998765
-0.9333055723858035
-0.933283650295771
-0.9332654101427623
-0.9332502791991099
-0.9332377341779038
-0.9332273495947567
-0.933218767628069
-0.9332116870885176
-0.9332058543584544
-0.9332010633958889
-0.9331971323440771
-0.9331939145343529
-0.9331912801156679
-0.9331891304137754
-0.9331873809162492
-0.9331859595124463
-0.9331848049632506
-0.933183868736551
-0.9331831121523362
-0.9331824990689592
-0.933182005946845
-0.9331816114537709
-0.9331812929901215
-0.9331810367377849
-0.9331808331267237
-0.9331806702881504
-0.9331805403614376
-0.9331804371607751
-0.9331803548875746
-0.9331802899020414
-0.933180238546504
-0.9331801980029235
-0.933180166623461
-0.9331801415647508
-0.9331801220901494
-0.9331801067636217
-0.9331800951746296
-0.9331800857678028
-0.9331800787539286
-0.9331800732725134
-0.9331800691155495
-0.9331800659285346
-0.9331800634545798
-0.9331800616295916
-0.9331800601678308
